replica,x,y
28,18559.898,3652.065
28,12482.732,3884.3887
28,12259.593,12399.563
28,16023.721,15025.044
28,3960.072,12553.283
28,2543.0212,10033.657
28,80.980354,6974.28
28,13665.337,18500.977
28,15331.824,14653.852
28,553.3692,2493.9226
28,4453.649,2119.4448
28,14097.658,526.2609
28,4392.484,17875.389
28,16808.303,10621.787
28,8859.314,19805.94
28,1319.8547,2834.4668
28,9077.212,8442.33
28,7524.0005,10643.93
28,83.69899,9528.673
28,10834.31,17307.096
28,15732.8,6090.656
28,1810.8395,2879.2065
28,5081.7856,15678.457
28,1932.0851,13684.536
28,5746.151,2087.6143
28,15781.127,18154.281
28,1385.5377,4281.912
28,10012.711,17420.648
28,6955.1953,17918.33
28,7825.714,9955.798
28,8957.204,16247.474
28,11526.43,19448.895
28,4621.949,5047.792
28,3963.3098,6863.936
28,4093.8972,19279.002
28,434.56354,15725.732
28,19094.832,15001.363
28,14904.902,1615.3998
28,14707.6455,13420.762
28,8215.994,8644.46
28,3033.668,2238.6782
28,35.72492,19081.299
28,17990.191,10550.927
28,17612.11,3840.6418
28,129.4224,10761.28
28,5989.428,6840.9805
28,7291.9385,15651.3125
28,8359.503,19215.861
28,2450.4192,7676.805
28,17055.152,7803.0933
28,7322.3,4708.6504
28,11765.036,13595.771
28,3975.739,8562.32
28,1895.358,18785.32
28,12659.801,9951.473
28,547.5129,5824.5796
28,13476.66,8902.526
28,10827.011,11985.785
28,8811.412,19675.912
28,4506.0884,10055.234
28,11098.537,3031.4263
28,6084.7437,12816.586
28,18528.447,2557.7273
28,2544.2983,11155.698
28,18279.947,11980.833
28,6490.0024,15084.143
28,10459.351,5048.606
28,16347.263,12242.939
28,16430.545,15517.857
28,778.303,5024.254
28,15629.445,12999.194
28,8955.346,18666.451
28,12579.303,19132.635
28,3687.587,12594.78
28,6977.3594,7947.391
28,17549.89,15758.372
28,1660.2324,6610.4546
28,14131.803,624.1738
28,709.9356,3650.9287
28,15636.846,5890.078
28,7478.6133,7522.0034
28,12507.295,10698.413
28,11116.992,14209.392
28,14148.297,11999.534
28,5612.5986,13947.598
28,15102.824,2685.1067
28,17265.205,11251.998
28,13854.412,4684.727
28,7558.8115,13369.955
28,2751.982,7172.35
28,3178.5732,4262.5664
28,17721.852,11185.821
28,10795.42,11589.651
28,11285.164,16867.418
28,5760.0264,15205.962
28,5060.9897,11526.877
28,13955.623,2616.6997
28,16563.178,4097.8984
28,9454.678,8051.3296
28,4237.0444,12037.585
28,8093.3037,13404.743
28,14782.033,11955.595
28,1311.4255,7004.997
28,14133.338,697.43915
28,5986.8047,19402.418
28,7256.571,11165.271
28,4208.3394,1257.9684
28,5015.7627,14852.192
28,33.851585,8516.523
28,749.33466,4035.2954
28,9161.33,6254.984
28,9401.256,10576.602
28,14378.835,7661.5776
28,16714.064,3542.503
28,19795.375,4711.504
28,1315.9713,4591.339
28,15700.068,7351.3726
28,13710.7705,13816.388
28,10970.564,15417.901
28,17226.34,8116.7856
28,15572.101,4705.7163
28,14804.162,9888.268
28,6299.7627,14721.516
28,16574.465,5968.2285
28,16605.58,3351.3958
28,11228.8545,12399.305
28,14870.685,13086.295
28,1579.1957,4413.5464
28,13765.775,2699.9004
28,4163.314,7608.9014
28,10550.816,18705.703
28,5077.5215,15836.525
28,9921.963,17281.121
28,15849.153,6199.4717
28,15718.612,11683.205
28,6613.004,19698.209
28,2670.4585,19161.082
28,7337.7456,11632.511
28,1492.3196,19511.32
28,12060.755,4991.4326
28,7805.4565,11497.755
28,9861.507,11795.456
28,6656.659,7484.5127
28,8109.7686,3671.6328
28,10218.632,11881.043
28,13981.216,12865.274
28,19925.268,19386.799
28,12187.012,3506.9739
28,7809.156,7236.4165
28,15786.966,17700.73
28,4869.459,1900.0513
28,2699.666,1962.0029
28,7218.667,11537.664
28,2251.2656,2407.5469
28,2224.485,81.8864
28,253.72581,14379.795
28,12171.576,15477.45
28,4853.311,4414.028
28,2397.3215,1498.2361
28,11517.902,6448.694
28,11210.863,339.65784
28,7919.636,5272.8076
28,7647.5537,8209.079
28,12470.544,16759.854
28,15763.366,16261.538
28,16738.248,11842.764
28,6994.7324,16247.321
28,14284.515,17833.016
28,11334.378,18585.46
28,17814.758,6136.485
28,16020.038,12713.44
29,10000.0,10000.0
29,17837.04,13835.072
29,745.4211,15051.032
29,5503.5215,17216.154
29,4544.087,8988.728
29,8285.977,11991.654
29,7874.752,15797.361
29,13092.762,2922.097
29,12206.33,3650.1877
29,3756.55,13836.465
29,10314.566,8510.179
29,16793.39,18950.557
29,2818.0808,9471.949
29,744.80096,9252.858
29,14932.612,18574.924
29,16124.303,5762.3647
29,12809.399,19764.352
29,17432.799,3790.8003
29,14341.327,19408.512
29,9753.301,7736.7646
29,5076.474,14657.144
29,17765.602,19104.133
29,12320.137,2127.624
29,18953.58,12691.477
29,15344.061,16930.096
29,8303.519,854.50336
29,6899.4204,5346.0264
29,19931.441,5520.7397
29,994.6351,3821.163
29,9812.963,9947.744
29,8348.234,10664.196
29,4950.8047,10449.837
29,14054.679,15319.366
29,131.07399,11577.191
29,11998.069,8769.774
29,4062.2024,13745.248
29,10727.497,10478.305
29,2993.015,6428.7603
29,2627.9666,3412.6567
29,9530.896,4673.3105
29,13261.592,9672.114
29,6638.509,2864.9805
29,8893.646,11104.874
29,1515.667,18931.562
29,14128.565,7236.7134
29,1402.2909,6736.526
29,18003.02,2799.8252
29,912.6714,4403.701
29,5464.0996,3893.8545
29,16525.016,5852.45
29,19493.766,7332.937
29,12097.412,6586.12
29,5247.5957,13431.463
29,13316.714,1559.7413
29,13097.094,11467.782
29,12056.042,4890.2974
29,19684.473,17015.37
29,16097.355,11111.834
29,1769.2872,17226.26
29,13604.651,14967.181
29,3795.0503,18356.191
29,16582.408,661.8411
29,528.06,6740.3564
29,63.584267,12567.832
29,18741.877,11158.512
29,9286.379,2215.9927
29,3385.3545,6979.03
29,8254.664,5763.802
29,19634.943,7050.948
29,1278.4001,782.67267
29,13538.546,18867.91
29,14846.31,5469.032
29,4163.1133,3206.4443
29,19967.74,15069.501
29,19216.861,7771.0522
29,14344.411,7522.838
29,6212.5737,6675.0625
29,18950.459,7909.637
29,17443.59,1893.7256
29,15201.753,18968.51
29,9735.641,16566.197
29,6650.3965,2588.2495
29,15908.707,13054.271
29,15235.241,3169.318
29,1962.7744,9903.491
29,2951.98,1924.3179
29,114.42361,13480.98
29,9698.404,15184.284
29,4406.8696,16006.798
29,15664.352,726.6739
29,2325.4697,18792.744
29,9756.158,4933.1455
29,17802.861,3301.1033
29,11710.237,3472.0269
29,71.328354,9614.687
29,8667.983,364.63986
29,7623.0317,16248.507
29,18365.238,89.4824
29,18796.123,5027.79
29,12227.586,3691.2195
29,9482.298,10047.262
29,19930.89,11225.712
29,10400.801,858.5306
29,25.424294,15580.159
29,10167.545,19876.412
29,17574.14,9498.606
29,3753.2195,3716.4607
29,15971.352,11398.642
29,10203.17,14468.117
29,7798.213,5012.1855
29,9815.267,10789.745
29,12872.44,19834.0
29,3881.9116,14909.25
29,5094.274,10156.383
29,7596.879,3330.8938
29,7778.4517,11172.49
29,11961.273,593.8364
29,14530.5,1133.878
29,9832.229,2770.8442
29,15178.619,10343.178
29,13.982518,1198.0614
29,9120.045,13092.237
29,16123.556,3211.9893
29,15151.155,3391.345
29,4418.603,19559.582
29,18170.068,7955.728
29,14392.109,1679.3303
29,931.2687,5931.8726
29,19687.506,16972.354
29,13104.102,4465.8022
29,12543.299,1092.7432
29,5686.579,1114.3296
29,10610.832,7831.306
29,2905.8894,7004.633
29,2184.271,7879.6104
29,4103.21,6669.2373
29,5854.5435,523.40564
29,16582.55,8891.874
29,15329.206,15000.584
29,17957.389,19526.426
29,1945.6387,8203.98
29,18391.736,16110.4375
29,7409.7437,18948.46
29,3541.8218,2253.781
29,19340.889,12540.446
29,12832.459,11820.849
29,14124.302,3615.3538
29,10542.046,12554.849
29,10173.556,3366.8164
29,16763.383,774.6946
29,15373.015,5464.0835
29,12646.124,3442.4714
29,17246.299,100.983635
29,16831.26,18453.984
29,7830.025,10738.333
29,13251.126,446.47134
29,6141.7954,8782.298
29,193.6245,18955.416
29,4276.722,18958.135
29,11501.636,11479.384
29,14558.604,18845.076
29,12035.28,17763.05
29,19655.654,8645.574
29,1194.5901,12039.635
29,5339.225,16996.285
29,3051.4277,14276.078
29,5959.3813,8541.54
29,9106.206,15338.484
29,14990.073,5217.982
29,6930.2627,4273.4976
29,222.54778,13504.612
29,6851.4126,13705.148
29,14909.528,18890.422
29,4869.5635,9835.492
29,11847.249,15639.349
29,3920.0176,12261.882
29,9494.498,4379.9863
29,5628.057,7476.965
29,7042.9746,8286.8545
29,4504.5015,2210.0957
29,12727.273,858.9973
29,4662.1934,3919.5012
30,10000.0,10000.0
30,16653.926,11823.982
30,4045.5225,18991.537
30,3476.5703,2762.8955
30,6106.523,4581.4077
30,13635.286,14689.706
30,19585.158,17646.67
30,3394.0254,13086.925
30,15281.916,15289.233
30,13517.221,2735.595
30,18466.342,4052.6707
30,6759.664,3150.0203
30,8240.284,10071.013
30,12648.758,15127.551
30,13671.856,13149.577
30,13358.179,11978.225
30,3184.418,5128.09
30,15928.948,7908.516
30,8890.249,1438.3418
30,15108.221,13367.985
30,5226.7505,9805.795
30,12333.452,5237.4136
30,11770.848,18112.283
30,19458.209,15596.155
30,11575.273,9428.14
30,3943.7363,19398.377
30,11270.305,9083.708
30,6094.061,11049.217
30,19727.607,5446.1523
30,5458.664,12429.388
30,7411.554,19998.652
30,13613.858,11329.3
30,9670.249,10653.344
30,2585.1982,658.27936
30,15027.132,1374.2231
30,2610.335,9680.351
30,1986.7123,10482.527
30,17369.816,18219.088
30,12458.198,18710.016
30,19300.793,8546.885
30,12163.627,1054.9578
30,1941.075,19806.965
30,7607.855,11959.77
30,19703.188,18606.236
30,3400.503,16233.199
30,17037.83,2716.8218
30,13722.118,6726.375
30,15381.43,18163.357
30,17164.488,3421.7642
30,4871.981,14595.813
30,1363.1022,4512.9536
30,6734.5547,17055.705
30,12615.923,8349.874
30,1670.9623,13222.152
30,982.3102,9738.611
30,17155.37,14651.456
30,14816.947,2746.42
30,3445.5925,9369.827
30,18123.986,14727.745
30,13396.577,2169.827
30,4967.945,16595.62
30,1614.0671,8826.484
30,7455.039,1429.23
30,4482.727,4266.0483
30,7155.4434,16580.74
30,11724.006,8813.248
30,16200.423,12996.994
30,503.97888,7451.457
30,18060.525,13572.633
30,1574.6924,10967.168
30,127.32196,486.23972
30,15292.415,17327.727
30,5642.2646,4016.0728
30,17439.8,7999.315
30,4470.4395,5235.3237
30,233.85046,9065.72
30,16281.059,6272.137
30,12089.797,2272.6267
30,2398.0947,9469.305
30,3282.8638,9144.936
30,2637.4365,6047.3677
30,6412.395,16455.494
30,12345.388,14761.102
30,6992.9023,7343.118
30,9368.028,13447.756
30,13199.523,4483.632
30,10220.619,18340.025
30,9814.845,4416.9727
30,4340.9575,3666.9636
30,881.18256,11394.823
30,18319.334,9935.296
30,19625.094,18116.44
30,15415.949,2232.217
30,1960.4972,13247.111
30,30.189829,7078.2705
30,19271.01,6720.8813
30,15989.023,4536.9834
30,14894.224,4949.557
30,13259.921,19179.021
30,18821.598,15418.33
30,10299.091,11528.505
30,808.0651,10243.137
30,5602.0723,15494.235
30,26.459938,12207.22
30,19622.361,950.7703
30,16778.32,16345.025
30,9175.211,17989.467
30,15279.457,10533.053
30,314.75427,10110.394
30,7040.7334,15822.207
30,5310.57,15131.803
30,8350.614,9644.573
30,12048.348,14369.798
30,958.18036,7031.663
30,8682.971,1710.5397
30,8780.375,8903.763
30,11018.056,8979.515
30,2593.048,6504.5273
30,14840.401,327.669
30,16306.427,19824.336
30,18290.709,18344.627
30,18748.873,14252.399
30,15351.08,15884.874
30,5505.8755,1922.8529
30,10299.329,13006.048
30,6718.177,9800.244
30,4436.047,5471.4517
30,2563.452,2421.221
30,11439.824,3673.7036
30,18252.969,1208.2705
30,6815.6875,10118.533
30,7956.4536,13635.446
30,1448.8589,1483.7277
30,15504.681,4287.77
30,15982.919,878.8704
30,9971.992,1989.8411
30,9967.081,14809.938
30,14024.257,18872.406
30,2805.7393,18194.156
30,13059.147,15943.784
30,5013.569,10232.46
30,9010.361,5299.6426
30,15019.075,19715.89
30,595.12994,16048.662
30,3805.4856,19997.314
30,8599.101,2898.5393
30,5128.14,461.77744
30,993.51587,9660.532
30,15422.624,5588.297
30,4421.2417,10570.373
30,17817.965,9600.031
30,521.78534,12216.036
30,19099.197,19207.887
30,13355.285,10530.403
30,13156.64,17212.15
30,6169.049,1033.0875
30,592.92426,918.42084
30,8125.688,4698.026
30,13421.516,16514.504
30,19262.842,11593.1875
30,4295.594,14205.353
30,17145.984,7129.2207
30,11476.035,4796.5767
30,17916.396,19770.549
30,6582.141,12285.327
30,16671.713,18056.236
30,13909.514,2970.169
30,8195.133,9032.04
30,19350.477,18947.459
30,17944.523,457.1648
30,2784.7615,10843.532
30,15435.907,14272.57
30,1994.029,19342.303
30,13201.586,2979.2976
30,2333.2888,2068.2996
30,8332.759,11043.519
30,2570.3057,7211.3584
30,5864.498,17257.416
30,16610.135,14949.198
30,17908.324,12942.467
30,1194.7509,16615.7
30,9440.16,10579.897
30,9836.872,3401.798
30,3803.0342,2903.916
31,10000.0,10000.0
31,5680.5396,14905.864
31,11933.712,10792.809
31,15023.029,4850.537
31,12047.052,7207.859
31,14601.424,9404.533
31,10301.785,11001.0205
31,6214.135,596.2686
31,19032.785,3075.4517
31,7011.38,5344.9497
31,8330.443,5897.169
31,10602.0,18758.28
31,17952.635,15831.824
31,18298.107,16090.292
31,4282.399,6396.9106
31,2080.62,2636.6965
31,10506.288,16679.115
31,2258.8394,16830.76
31,5935.7456,18425.604
31,8388.162,2536.7678
31,8524.705,12236.487
31,377.27267,5812.4355
31,19533.877,15831.192
31,6982.118,18294.873
31,13062.976,19652.154
31,5603.0645,6025.939
31,1665.9624,12020.144
31,7513.5376,18231.412
31,14645.368,12021.239
31,4832.978,7832.8867
31,1607.3998,18723.705
31,5014.225,390.79803
31,11264.678,14669.443
31,17048.709,10101.332
31,15762.88,18826.98
31,7906.002,3474.0806
31,10499.928,589.87115
31,6010.0376,19885.492
31,13849.852,9833.155
31,5543.8955,1129.221
31,14748.326,12486.726
31,11853.631,13439.945
31,10732.974,16892.828
31,17004.871,18420.176
31,19387.635,9960.819
31,13911.588,14543.167
31,15955.558,15100.744
31,15883.055,8047.3096
31,5882.6606,11938.929
31,8813.313,17487.572
31,2580.9478,4947.5913
31,15132.549,4468.726
31,4204.347,15721.87
31,16995.252,13698.93
31,17640.07,7851.0664
31,8169.801,11692.89
31,19074.52,2375.4858
31,14548.396,13951.846
31,12908.663,17613.947
31,9389.261,14375.996
31,16115.897,8100.377
31,149.02629,10401.407
31,16397.215,2608.8408
31,18736.932,16975.078
31,18098.812,14064.063
31,14012.551,6715.222
31,1865.8837,8603.406
31,15021.606,19939.725
31,13797.985,14545.341
31,662.7591,18786.441
31,16503.736,8642.245
31,19192.312,17827.566
31,751.1323,13843.782
31,1062.5326,885.9394
31,9886.264,13912.1455
31,13927.864,5671.0312
31,18148.688,4227.2407
31,7900.375,236.41267
31,17933.617,295.7866
31,13504.44,1400.91
31,509.2974,6153.039
31,9954.767,2790.1785
31,18475.264,14351.64
31,12254.604,7473.887
31,17510.334,13731.3125
31,747.53796,4319.043
31,16727.254,8301.1875
31,11394.193,3803.528
31,15113.491,11135.613
31,10146.674,18317.969
31,1181.8568,4924.5864
31,14658.692,975.6808
31,18772.887,2051.569
31,13939.029,5521.441
31,6401.572,19760.77
31,18474.607,13005.374
31,9164.836,3110.3232
31,7716.0156,1266.6798
31,12033.123,1411.9913
31,12011.243,446.7202
31,9692.167,16482.691
31,16359.016,861.3923
31,14218.253,694.4435
31,10283.895,19792.135
31,2344.14,8981.605
31,5141.506,412.161
31,12284.692,6441.935
31,8206.634,6119.951
31,7270.3145,13075.864
31,6895.4897,16812.637
31,773.64557,13692.653
31,6907.2144,13653.46
31,300.56717,19271.53
31,9495.568,3410.3247
31,3939.971,146.61844
31,6851.5117,6969.9824
31,7177.9434,851.2966
31,575.0624,4558.0933
31,5667.637,11536.674
31,745.31116,11462.104
31,18495.44,10764.656
31,5954.895,3347.4094
31,12225.884,6792.3604
31,9080.226,19525.475
31,14839.677,15667.187
31,19001.54,5271.1753
31,3818.2236,10615.235
31,14040.657,1466.8203
31,15036.656,9722.862
31,6095.1323,12272.545
31,16340.555,2980.485
31,9961.753,18733.758
31,16940.791,18472.783
31,1303.6567,19864.154
31,12408.569,17378.365
31,7452.1113,10126.773
31,3293.1758,7072.0063
31,15562.61,8931.633
31,1458.5302,10124.974
31,12820.849,7998.348
31,2074.6423,791.1674
31,9019.955,12287.371
31,7210.818,16388.465
31,923.57574,13548.803
31,12887.19,3800.0227
31,608.7881,15202.708
31,7936.1914,6254.3438
31,3074.2073,17709.992
31,13422.819,15183.416
31,19119.09,17526.484
31,9599.095,18757.912
31,12385.2,9674.426
31,1371.3312,10038.859
31,14289.923,19293.893
31,5448.422,12232.663
31,17876.236,16537.285
31,5915.8784,17798.791
31,19800.021,14816.486
31,6844.619,18097.322
31,14119.865,6873.3345
31,2482.4756,4373.314
31,6384.9595,7887.4062
31,3376.1228,17266.729
31,9371.726,18100.637
31,742.75446,4231.763
31,19400.47,1372.8915
31,15819.351,7355.2983
31,11120.842,9514.176
31,8361.318,12246.609
31,15034.182,16427.936
32,10000.0,10000.0
32,14906.23,7490.2925
32,6834.7314,6915.498
32,7377.563,6327.8257
32,18361.172,3860.3462
32,14595.659,15843.183
32,4010.2231,3047.5427
32,6068.7007,8994.781
32,8672.305,2981.8462
32,4952.8345,708.2486
32,5472.145,8112.5986
32,10322.694,2943.0112
32,7350.9937,18053.459
32,13919.256,5481.5317
32,18923.758,9321.337
32,9512.672,15764.501
32,7343.1514,2248.6873
32,14022.462,2249.4917
32,4644.4707,13670.913
32,17583.29,5684.247
32,18223.81,17912.85
32,19904.14,16538.596
32,11461.777,18883.244
32,4447.4883,10555.78
32,19315.342,11589.812
32,2793.582,10807.993
32,15177.257,3596.5437
32,1404.529,17690.164
32,9527.107,13977.433
32,11832.019,19548.46
32,4349.5327,2014.7471
32,7505.6104,5506.9663
32,7326.744,14271.926
32,13200.997,19937.783
32,11439.882,9329.756
32,18390.875,6693.4053
32,8454.742,10356.086
32,7476.158,10694.316
32,351.0851,13922.673
32,8920.327,2584.7368
32,9405.278,5619.8022
32,7677.5522,3343.215
32,15820.371,8873.289
32,14086.537,12852.25
32,2902.4087,17791.602
32,3884.9841,8141.0156
32,233.00629,4921.731
32,15569.331,10187.013
32,3587.7397,4659.0596
32,13984.301,8096.1675
32,19977.805,6141.0063
32,4698.8115,3629.2588
32,10260.781,8540.823
32,2702.423,278.26935
32,16881.04,11175.155
32,6595.854,17152.387
32,18767.068,14314.853
32,311.11545,14166.977
32,12095.156,19730.559
32,2385.6362,9543.322
32,13280.778,11171.301
32,3018.5088,12137.126
32,5855.575,19232.318
32,7243.6978,17474.582
32,9864.438,17681.451
32,6946.272,1064.6748
32,10315.06,662.8143
32,10043.656,7793.2344
32,5453.0845,4911.13
32,19337.63,8077.307
32,15839.374,1457.2139
32,10642.256,14420.574
32,5144.4937,15920.702
32,7316.179,6588.786
32,11518.966,18803.73
32,3715.7034,9906.175
32,2800.708,15184.427
32,3452.1829,8333.143
32,7556.562,552.7761
32,15519.864,258.78
32,7771.654,5990.1494
32,18439.262,12114.921
32,1062.826,11505.232
32,13239.584,13309.983
32,241.67061,4585.921
32,11769.472,15138.454
32,7429.1333,5011.093
32,8366.1045,11867.661
32,688.1339,11302.888
32,6290.4424,5360.621
32,10551.931,81.60799
32,19157.256,11153.181
32,12512.854,16728.875
32,18454.373,13049.963
32,3388.0078,1765.2722
32,11294.61,16553.064
32,7000.4995,15798.639
32,16629.104,4672.7476
32,11093.794,9105.64
32,11131.234,14269.157
32,14353.929,2724.0974
32,2608.262,19363.17
32,13359.224,18037.734
32,7803.363,6292.0757
32,13814.619,15274.282
32,152.73056,15324.405
32,11283.152,4128.262
32,8291.982,1537.1605
32,8536.039,9444.407
32,11886.78,1281.2178
32,6182.954,4921.6226
32,4270.4585,2594.163
32,11821.196,18574.203
32,15688.553,9956.757
32,5155.2124,2485.6074
32,14215.303,3123.4763
32,15739.579,19751.393
32,18797.71,15430.476
32,9917.876,2525.752
32,18944.898,14745.947
32,7980.379,19550.893
32,9024.877,19367.31
32,19715.547,13386.072
32,17665.822,17108.352
32,905.67426,7601.3813
32,5.4013367,6420.5312
32,17632.873,11784.779
32,75.93154,17057.201
32,3650.8726,4655.0674
32,12961.259,18208.648
32,8805.6,15685.727
32,5112.8813,5731.481
32,8576.551,8636.941
32,15591.675,14010.6875
32,18863.99,19902.97
32,11776.239,12891.095
32,15142.163,11272.589
32,13062.604,14485.21
32,11708.651,18917.855
32,7160.036,4761.446
32,1365.1979,7636.8364
32,14840.737,15740.408
32,5394.71,15660.602
32,8569.991,6414.835
32,2818.9338,17815.309
32,4189.91,14441.859
32,16153.256,6623.504
32,5779.822,8202.922
32,11710.33,9407.702
32,14270.36,6803.438
32,10048.97,19999.33
32,17841.533,1372.5149
32,10363.517,12330.744
32,57.675922,9449.2705
32,7502.0063,2667.3918
32,8050.928,10673.422
32,17661.12,15362.179
32,16077.21,15177.496
32,4909.245,12247.671
32,16755.71,16493.352
32,11139.741,11067.417
32,139.029,6017.2935
32,3321.9663,5469.7817
32,7217.9404,292.07684
32,3985.8784,18650.746
32,9391.2295,7216.131
32,7068.4824,11510.906
32,19442.352,15323.424
32,11850.026,12885.699
32,9466.386,14442.716
32,9019.188,13051.951
32,19240.814,16214.862
32,13006.226,12583.06
32,315.612,13800.553
32,16508.64,10934.181
32,4328.017,4688.392
32,6766.5757,5986.4062
32,3874.4307,19372.604
32,10060.536,8777.021
32,5393.863,16365.712
32,18775.303,6752.231
32,16677.824,14463.088
32,5625.164,19042.803
32,3278.986,11963.341
32,18727.264,5422.8823
32,10723.453,11769.36
32,1794.914,11393.577
32,10786.351,17454.186
32,3784.9192,1903.2301
32,8251.11,15091.331
32,918.3264,7285.8003
32,10381.097,15675.989
32,3567.1946,11094.103
32,12912.6,8210.645
32,11289.998,10369.181
32,11124.253,14535.525
32,11749.642,5967.24
32,17799.803,723.8218
32,19210.246,18861.012
32,7657.446,14293.891
32,17179.924,9692.521
32,4820.953,12976.3125
32,14070.944,7731.851
32,17802.113,3885.4333
32,2615.1633,8388.338
32,2244.0012,19158.135
32,4433.7456,8537.623
32,12793.356,17054.562
32,8826.704,19401.541
32,13582.252,15693.41
32,19531.588,260.20273
32,7035.422,1161.0151
32,1592.55,17509.395
32,11891.355,1119.2035
32,11129.409,13639.742
32,15871.696,7590.2207
32,417.73608,13161.985
32,563.34973,3347.689
32,8149.3364,18493.492
32,15349.767,15912.339
33,10000.0,10000.0
33,13184.893,15144.416
33,19334.854,2488.672
33,1970.0415,6887.4644
33,5460.9214,14261.366
33,1191.0516,4465.688
33,7969.8164,12327.364
33,7282.8613,11625.918
33,19753.158,13474.774
33,18831.588,6073.4653
33,5221.8535,3906.722
33,2777.688,13832.24
33,10666.049,19219.967
33,5455.79,7346.261
33,3687.7334,2187.2627
33,10965.796,2031.432
33,7150.2954,11568.852
33,2729.017,752.1079
33,8636.512,11994.146
33,13541.413,2957.952
33,19542.64,11413.373
33,19573.96,11780.803
33,18557.117,6647.908
33,4550.068,6325.7085
33,12038.792,16391.502
33,18024.852,9997.914
33,6188.2817,68.61337
33,10686.221,18081.576
33,12378.507,8330.159
33,14945.807,3961.4775
33,16605.354,12510.07
33,7727.7583,17017.758
33,5658.2773,16059.133
33,15280.386,13891.164
33,6161.9814,4793.511
33,19851.238,1716.6163
33,13772.376,1980.7068
33,1472.6492,6187.8496
33,6710.757,8348.345
33,14043.188,15545.18
33,1398.5852,17629.408
33,12116.603,19356.686
33,13976.07,17061.342
33,6527.571,13907.069
33,16918.816,19116.111
33,1962.6455,14522.697
33,2041.3413,12350.205
33,16068.14,12485.436
33,1839.133,2410.227
33,7630.0947,19733.967
33,8270.239,14500.639
33,14670.532,18500.61
33,1137.0198,3807.912
33,10598.949,13430.767
33,5845.0044,14769.386
33,236.16176,3469.3467
33,19346.672,5132.249
33,2032.2424,19642.629
33,14191.559,4639.5767
33,11806.09,706.00354
33,12634.432,7824.686
33,7560.6855,15346.957
33,9599.263,335.76266
33,15297.998,18093.297
33,19666.014,10748.777
33,11059.772,5930.259
33,13237.658,7114.0303
33,5895.0273,18528.88
33,12829.436,6292.44
33,7283.268,14258.725
33,17841.4,16734.057
33,15036.016,8051.8013
33,7225.7583,2546.2842
33,15861.441,1499.3689
33,8043.7515,10768.202
33,9668.432,19621.86
33,6028.0083,15269.561
33,14202.712,13457.843
33,4610.823,13900.657
33,8233.85,9634.829
33,4081.1213,17744.486
33,13248.724,9613.375
33,18001.523,18561.2
33,6116.906,15227.285
33,12977.748,9104.863
33,6800.882,19494.549
33,1381.7568,11023.037
33,328.07306,9336.345
33,12530.552,10261.358
33,13363.377,7596.7812
33,10774.553,1895.0575
33,11368.519,16984.064
33,13924.709,8787.672
33,15670.465,12192.979
33,17354.582,18916.168
33,6469.181,3515.7764
33,8103.3057,3363.2214
33,13803.152,3211.352
33,15155.973,3573.056
33,10460.21,4937.4805
33,6298.4956,12004.928
33,1266.216,9022.505
33,6758.0264,13377.815
33,3708.2258,10011.807
33,17864.451,10069.532
33,14311.096,18157.057
33,19632.047,8542.154
33,8877.048,3316.6812
33,15644.855,760.5596
33,19306.838,12593.192
33,14110.855,15342.475
33,10416.945,6139.5195
33,7259.542,7673.9097
33,1346.4391,12936.681
33,10362.127,13416.369
33,3932.1035,16861.514
33,14836.597,4479.1777
33,4295.8716,6017.638
33,3276.7842,15491.286
33,16365.621,19545.377
33,7408.483,16995.715
33,4756.2173,10144.651
33,15884.502,9429.332
33,11789.962,8190.9263
33,15683.918,127.86908
33,14532.47,7963.363
33,11375.027,10674.972
33,630.51434,7216.0454
33,7786.854,8778.066
33,16109.003,4019.1477
33,6930.2153,13384.734
33,3494.5212,15677.463
33,16311.489,2405.923
33,18176.855,18915.662
33,18155.33,6740.5835
33,4096.2036,14467.911
33,5100.7866,18036.146
33,15073.012,5923.9644
33,7940.1094,18138.059
33,3643.1775,10799.295
33,17632.732,13308.727
33,3155.969,9605.877
33,17323.715,18308.389
33,10763.188,16732.064
33,5933.229,2572.1448
33,18833.03,18640.162
33,6903.1016,5510.998
33,7497.6416,2189.9397
33,5681.0796,2834.3215
33,13302.555,14719.685
33,14714.012,724.6477
33,18319.064,14348.685
33,8329.22,16953.01
33,7663.2197,15723.066
33,13706.756,6112.182
33,3737.6428,14246.579
33,4181.4565,7779.1055
33,17379.541,17567.252
33,10414.226,1763.4918
33,7230.986,5038.7036
33,8382.186,4047.6814
33,9571.095,2684.3186
33,11943.767,10435.616
33,7521.603,17219.672
33,8294.685,8025.091
33,4995.825,4257.492
33,8788.989,7740.174
33,5090.4746,1013.42615
33,7490.8423,6669.6113
33,11248.1455,16001.342
33,17598.27,11656.519
33,12247.451,10909.049
33,19243.98,15122.551
33,12787.447,9971.783
33,19779.299,18922.21
33,1511.6323,4485.3315
33,3218.4146,18724.312
33,13164.291,19892.09
33,19154.838,9500.027
33,12564.321,3594.2969
33,10755.54,13924.483
33,15512.753,1549.6869
33,14566.3955,8258.867
33,15294.724,7992.0063
33,2336.0608,15884.81
33,4162.4585,2070.1855
33,4423.8364,18113.01
33,3619.4363,10280.911
33,12591.699,12205.783
33,2790.4507,16280.197
33,8038.872,4816.5674
33,898.0132,5813.421
33,3606.4497,19007.432
33,6889.2207,13337.432
33,19187.648,14107.687
